koaid                    , instrume, filehand                                          , targname     , rgratnam, rcwave      , rgrangle , rnasnam, ifunam , binning, ampmode, elaptime , ra       , dec      , raoff, decoff, utdatetime                , progid, progpi   , propint, filesize_mb, std_name  , sep_fov              , in_fov, name_ok
KR.20231013.18367.44.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.18367.44.fits, bd_28d4211   , RL      , 7799.90332  , 139.0038 , Open   , Medium , "2,2"  , L2U2   ,  29.99999, 327.79592, 28.864   , 0.0  , 0.0   , 2023-10-13 05:06:07.440000, C349  , Steidel  ,      18,      9.4378, bd28d4211 ,  0.08606497980008938 , True  , True
KR.20231013.55186.43.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.55186.43.fits, G191B2B      , RL      , 7249.9834   , 139.77159, Open   , Medium , "2,2"  , L2U2   ,  35.33999,  76.37625, 52.83167 , 0.0  , 0.0   , 2023-10-13 15:19:46.430000, C349  , Steidel  ,      18,      9.4378, g191b2b   ,  2.8999869100918483  , True  , True
KR.20231013.55342.49.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.55342.49.fits, G191B2B      , RL      , 7249.9834   , 139.77159, Open   , Medium , "2,2"  , L2U2   ,  44.99999,  76.37625, 52.83167 , 0.0  , 0.0   , 2023-10-13 15:22:22.490000, C349  , Steidel  ,      18,      9.4378, g191b2b   ,  2.8999869100918483  , True  , True
KR.20231013.55435.31.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.55435.31.fits, G191B2B      , RL      , 7249.9834   , 139.77159, Open   , Medium , "2,2"  , L2U2   ,  44.99999,  76.37625, 52.83167 , 0.0  , 0.0   , 2023-10-13 15:23:55.310000, C349  , Steidel  ,      18,      9.4378, g191b2b   ,  2.8999869100918483  , True  , True
KR.20231013.55539.35.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.55539.35.fits, G191B2B      , RL      , 7799.78027  , 138.99335, Open   , Medium , "2,2"  , L2U2   ,  44.99999,  76.37625, 52.83167 , 0.0  , 0.0   , 2023-10-13 15:25:39.350000, C349  , Steidel  ,      18,      9.4378, g191b2b   ,  2.8999869100918483  , True  , True
KR.20231013.55632.17.fits, KCWI    , /KCWI/2023/20231013/lev0/KR.20231013.55632.17.fits, G191B2B      , RL      , 7799.78027  , 138.99335, Open   , Medium , "2,2"  , L2U2   ,  44.99999,  76.37625, 52.83167 , 0.0  , 0.0   , 2023-10-13 15:27:12.170000, C349  , Steidel  ,      18,      9.4378, g191b2b   ,  2.8999869100918483  , True  , True
KR.20231016.37448.60.fits, KCWI    , /KCWI/2023/20231016/lev0/KR.20231016.37448.60.fits, G191B2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  30.00003,  76.37942, 52.83022 , 3.3  , 0.0   , 2023-10-16 10:24:08.060000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  4.850319596732535   , True  , True
KR.20231016.37619.42.fits, KCWI    , /KCWI/2023/20231016/lev0/KR.20231016.37619.42.fits, G191B2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37942, 52.83022 , 3.3  , 0.0   , 2023-10-16 10:26:59.420000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  4.850319596732535   , True  , True
KR.20231016.54563.66.fits, KCWI    , /KCWI/2023/20231016/lev0/KR.20231016.54563.66.fits, G191B2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-16 15:09:23.660000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.0859597571385495  , True  , True
KR.20231016.54697.28.fits, KCWI    , /KCWI/2023/20231016/lev0/KR.20231016.54697.28.fits, G191B2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-16 15:11:37.280000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.0859597571385495  , True  , True
KR.20231016.54831.92.fits, KCWI    , /KCWI/2023/20231016/lev0/KR.20231016.54831.92.fits, G191B2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-16 15:13:51.920000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.0859597571385495  , True  , True
KR.20231017.37137.70.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.37137.70.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 10:18:57.700000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231017.37272.34.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.37272.34.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 10:21:12.340000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231017.37406.98.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.37406.98.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 10:23:26.980000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231017.54698.13.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.54698.13.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 15:11:38.130000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231017.54831.75.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.54831.75.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 15:13:51.750000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231017.54966.39.fits, KCWI    , /KCWI/2023/20231017/lev0/KR.20231017.54966.39.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-17 15:16:06.390000, W164  , Fisher   ,      18,      9.4378, g191b2b   ,  2.085703897071117   , True  , True
KR.20231018.16502.62.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.16502.62.fits, bd28d4211    , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   ,  20.00002, 327.79567, 28.86364 , -0.6 , -0.9  , 2023-10-18 04:35:02.620000, U114  , U        ,      18,      9.4378, bd28d4211 ,  1.5208015918959614  , True  , True
KR.20231018.16634.20.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.16634.20.fits, bd28d4211    , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79567, 28.86364 , -0.6 , -0.9  , 2023-10-18 04:37:14.200000, U114  , U        ,      18,      9.4378, bd28d4211 ,  1.5208015918959614  , True  , True
KR.20231018.16754.56.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.16754.56.fits, bd28d4211    , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79567, 28.86364 , -0.6 , -0.9  , 2023-10-18 04:39:14.560000, U114  , U        ,      18,      9.4378, bd28d4211 ,  1.5208015918959614  , True  , True
KR.20231018.16860.64.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.16860.64.fits, bd28d4211    , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79567, 28.86364 , -0.6 , -0.9  , 2023-10-18 04:41:00.640000, U114  , U        ,      18,      9.4378, bd28d4211 ,  1.5208015918959614  , True  , True
KR.20231018.17237.20.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.17237.20.fits, g93-48       , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   , 120.00012, 328.10583, 2.38678  , 0.0  , 0.0   , 2023-10-18 04:47:17.020000, U114  , U        ,      18,      9.4378, wd2149d021,  0.08021296606967378 , True  , True
KR.20231018.17411.44.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.17411.44.fits, g93-48       , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   , 120.00012, 328.10583, 2.38678  , 0.0  , 0.0   , 2023-10-18 04:50:11.440000, U114  , U        ,      18,      9.4378, wd2149d021,  0.08021296606967378 , True  , True
KR.20231018.17574.65.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.17574.65.fits, g93-48       , RM2     , 8899.99219  , 126.66124, Open   , Medium , "2,2"  , L2U2   , 120.00012, 328.10583, 2.38678  , 0.0  , 0.0   , 2023-10-18 04:52:54.650000, U114  , U        ,      18,      9.4378, wd2149d021,  0.08021296606967378 , True  , True
KR.20231018.37362.72.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.37362.72.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 10:22:42.720000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231018.37497.36.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.37497.36.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 10:24:57.360000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231018.37630.98.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.37630.98.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 10:27:10.980000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231018.55550.37.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.55550.37.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 15:25:50.370000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231018.55683.99.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.55683.99.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 15:28:03.990000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231018.55817.61.fits, KCWI    , /KCWI/2023/20231018/lev0/KR.20231018.55817.61.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-18 15:30:17.610000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  2.0854480372260342  , True  , True
KR.20231019.56241.16.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56241.16.fits, gd71         , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:37:21.160000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231019.56309.50.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56309.50.fits, gd71         , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:38:29.500000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231019.56540.20.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56540.20.fits, gd71         , RM2     , 9699.93359  , 123.95634, Open   , Medium , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:42:20.020000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231019.56604.28.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56604.28.fits, gd71         , RM2     , 9699.93359  , 123.95634, Open   , Medium , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:43:24.280000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231019.56801.14.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56801.14.fits, gd71         , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:46:41.140000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231019.56865.40.fits, KCWI    , /KCWI/2023/20231019/lev0/KR.20231019.56865.40.fits, gd71         , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-19 15:47:45.400000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5395210532562791  , True  , True
KR.20231020.53216.85.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53216.85.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:46:56.850000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53281.11.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53281.11.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:48:01.110000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53345.37.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53345.37.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:49:05.370000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53474.91.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53474.91.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:51:14.910000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53559.57.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53559.57.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:52:39.570000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53644.23.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53644.23.fits, gd71         , RH2     , 6799.95508  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:54:04.230000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.53981.85.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.53981.85.fits, gd71         , RM2     , 9699.93359  , 123.95634, Open   , Medium , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 14:59:41.850000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.54066.51.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.54066.51.fits, gd71         , RM2     , 9699.93359  , 123.95634, Open   , Medium , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 15:01:06.510000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231020.54151.17.fits, KCWI    , /KCWI/2023/20231020/lev0/KR.20231020.54151.17.fits, gd71         , RM2     , 9699.93359  , 123.95634, Open   , Medium , "2,2"  , L2U2   ,  40.00004,  88.11558, 15.88586 , 0.0  , 0.0   , 2023-10-20 15:02:31.170000, Y284  , vanDokkum,      18,      9.4378, gd71      ,  0.5390293151047609  , True  , True
KR.20231021.16671.41.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.16671.41.fits, l1512-34b    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   , 120.00012, 355.96133, 32.54631 , 0.0  , 0.0   , 2023-10-21 04:37:51.410000, U114  , U        ,      18,      9.4378, wd2341d322,  0.026720967666948127, True  , True
KR.20231021.16922.41.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.16922.41.fits, l1512-34b    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   , 180.00018, 355.96133, 32.54631 , 0.0  , 0.0   , 2023-10-21 04:42:02.410000, U114  , U        ,      18,      9.4378, wd2341d322,  0.026720967666948127, True  , True
KR.20231021.17144.91.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.17144.91.fits, l1512-34b    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   , 180.00018, 355.96133, 32.54631 , 0.0  , 0.0   , 2023-10-21 04:45:44.910000, U114  , U        ,      18,      9.4378, wd2341d322,  0.026720967666948127, True  , True
KR.20231021.17366.41.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.17366.41.fits, l1512-34b    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   , 180.00018, 355.96133, 32.54631 , 0.0  , 0.0   , 2023-10-21 04:49:26.410000, U114  , U        ,      18,      9.4378, wd2341d322,  0.026720967666948127, True  , True
KR.20231021.17592.93.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.17592.93.fits, bd28d4211    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79583, 28.86389 , 0.0  , 0.0   , 2023-10-21 04:53:12.930000, U114  , U        ,      18,      9.4378, bd28d4211 ,  0.4892530281182443  , True  , True
KR.20231021.17720.52.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.17720.52.fits, bd28d4211    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79583, 28.86389 , 0.0  , 0.0   , 2023-10-21 04:55:20.520000, U114  , U        ,      18,      9.4378, bd28d4211 ,  0.4892530281182443  , True  , True
KR.20231021.17845.60.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.17845.60.fits, bd28d4211    , RM2     , 9199.95117  , 125.65584, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 327.79583, 28.86389 , 0.0  , 0.0   , 2023-10-21 04:57:25.060000, U114  , U        ,      18,      9.4378, bd28d4211 ,  0.4892530281182443  , True  , True
KR.20231021.37491.81.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.37491.81.fits, g191b2b      , RH1     , 6519.99561  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 10:24:51.810000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.37630.64.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.37630.64.fits, g191b2b      , RH1     , 6519.97705  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 10:27:10.640000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.37765.31.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.37765.31.fits, g191b2b      , RH1     , 6519.97705  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 10:29:25.310000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.51894.80.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.51894.80.fits, g191b2b      , RH1     , 6519.97705  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 14:24:54.080000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.52027.77.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.52027.77.fits, g191b2b      , RH1     , 6519.97705  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 14:27:07.770000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.52162.48.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.52162.48.fits, g191b2b      , RH1     , 6519.97705  , 100.98667, Open   , Large  , "2,2"  , L2U2   ,  90.00009,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 14:29:22.480000, N236  , Chisholm ,      18,      9.4378, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.55749.67.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.55749.67.fits, g191b2b      , RH1     , 6679.98145  ,  99.19257, Open   , Small  , "1,1"  , L2U2   , 200.0002 ,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 15:29:09.670000, N236  , Chisholm ,      18,     35.5219, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.56071.30.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.56071.30.fits, g191b2b      , RH1     , 6679.98145  ,  99.19257, Open   , Small  , "1,1"  , L2U2   , 200.0002 ,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 15:34:31.030000, N236  , Chisholm ,      18,     35.5219, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231021.56371.40.fits, KCWI    , /KCWI/2023/20231021/lev0/KR.20231021.56371.40.fits, g191b2b      , RH1     , 6679.98145  ,  99.19257, Open   , Small  , "1,1"  , L2U2   , 200.0002 ,  76.37758, 52.83108 , 0.0  , 0.0   , 2023-10-21 15:39:31.040000, N236  , Chisholm ,      18,     35.5219, g191b2b   ,  0.21153371164356038 , True  , True
KR.20231022.55829.99.fits, KCWI    , /KCWI/2023/20231022/lev0/KR.20231022.55829.99.fits, g191b2b      , RM1     , 7509.96631  , 121.72279, Open   , Large  , "2,2"  , L2U2   ,   8.00001,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-22 15:30:29.990000, C416  , Martin   ,      18,      9.4378, g191b2b   ,  2.084424599209235   , True  , True
KR.20231022.55905.47.fits, KCWI    , /KCWI/2023/20231022/lev0/KR.20231022.55905.47.fits, g191b2b      , RM1     , 7509.96631  , 121.72279, Open   , Large  , "2,2"  , L2U2   ,  15.00001,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-22 15:31:45.470000, C416  , Martin   ,      18,      9.4378, g191b2b   ,  2.084424599209235   , True  , True
KR.20231022.55981.97.fits, KCWI    , /KCWI/2023/20231022/lev0/KR.20231022.55981.97.fits, g191b2b      , RM1     , 7509.96631  , 121.72279, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-22 15:33:01.970000, C416  , Martin   ,      18,      9.4378, g191b2b   ,  2.084424599209235   , True  , True
KR.20231022.56048.27.fits, KCWI    , /KCWI/2023/20231022/lev0/KR.20231022.56048.27.fits, g191b2b      , RM1     , 7509.96631  , 121.72279, Open   , Large  , "2,2"  , L2U2   ,  20.00002,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-10-22 15:34:08.270000, C416  , Martin   ,      18,      9.4378, g191b2b   ,  2.084424599209235   , True  , True
KR.20231023.55937.62.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.55937.62.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.887   , 0.0  , 0.0   , 2023-10-23 15:32:17.620000, U058  , Barth    ,      18,      9.4378, gd71      ,  0.555092871915523   , True  , True
KR.20231023.56121.22.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56121.22.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.887   , 0.0  , 0.0   , 2023-10-23 15:35:21.220000, U058  , Barth    ,      18,      9.4378, gd71      ,  0.555092871915523   , True  , True
KR.20231023.56285.44.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56285.44.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.887   , 0.0  , 0.0   , 2023-10-23 15:38:05.440000, U058  , Barth    ,      18,      9.4378, gd71      ,  0.555092871915523   , True  , True
KR.20231023.56454.76.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56454.76.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.88664 , 0.0  , -1.4  , 2023-10-23 15:40:54.760000, U058  , Barth    ,      18,      9.4378, gd71      ,  1.8475237769951003  , True  , True
KR.20231023.56618.98.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56618.98.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.88664 , 0.0  , -1.4  , 2023-10-23 15:43:38.980000, U058  , Barth    ,      18,      9.4378, gd71      ,  1.8475237769951003  , True  , True
KR.20231023.56783.20.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56783.20.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.88664 , 0.0  , -1.4  , 2023-10-23 15:46:23.200000, U058  , Barth    ,      18,      9.4378, gd71      ,  1.8475237769951003  , True  , True
KR.20231023.56953.54.fits, KCWI    , /KCWI/2023/20231023/lev0/KR.20231023.56953.54.fits, gd71         , RM2     , 9849.94531  , 123.44099, Open   , Medium , "2,2"  , L2U2   , 120.00011,  88.11508, 15.88739 , 0.0  , 1.4   , 2023-10-23 15:49:13.540000, U058  , Barth    ,      18,      9.4378, gd71      ,  0.8572887993991223  , True  , True
